,Short_Ticker,Name,Sector
1317,FST.W,Fast Acquisition Corp WT,Asda store workers win equal pay fight in Supreme Court
1318,FT,Franklin Universal Trust,Financial Services
1319,FTA-A,Fortress Transn & Infras Invs [Ftai/Pa],Asda store workers win equal pay fight in Supreme Court
1320,FTA-B,Fortress Transn & Infras Invs [Ftai/Pb],Asda store workers win equal pay fight in Supreme Court
1321,FTAI,Fortress Transn & Infras Invs,Industrials
1322,FTCH,Farfetch Ltd Cl A,Consumer Cyclical
1323,FTE.U,Fintech Evolution Acquisition Units,Asda store workers win equal pay fight in Supreme Court
1324,FTHY,First Trust High Yield Opportunities,
1325,FTI,Technipfmc Plc,Energy
1326,FTK,Flotek Industries,Energy
1327,FTS,Fortis Inc,Utilities
1328,FTV,Fortive Corp,Technology
1329,FTV-A,Fortive Corp [Ftv/Pa],Asda store workers win equal pay fight in Supreme Court
1330,FUBO,Fubotv Inc,Communication Services
1331,FUL,H. B. Fuller Company,Basic Materials
1332,FUN,Cedar Fair LP,Consumer Cyclical
1333,FUS.U,Fusion Acquisition Corp Cl A [Fuse.U],Asda store workers win equal pay fight in Supreme Court
1334,FUS.W,Fusion Acquisition Corp WT [Fuse/W],Asda store workers win equal pay fight in Supreme Court
1335,FUSE,Fusion Acquisition Corp Cl A,Financial Services
1336,FVI.U,Fortress Value Acquisition  Corp IV,Asda store workers win equal pay fight in Supreme Court
1337,FVRR,Fiverr International Ltd,Communication Services
1338,FVT,Fortress Value Acquisition Corp III Cl A,Financial Services
1339,FVT.U,Fortress Value Acquisition Corp III,Asda store workers win equal pay fight in Supreme Court
1340,FVT.W,Fortress Value Acquisition Corp III WT,Asda store workers win equal pay fight in Supreme Court
1341,FZT.U,Fast Acquisition Corp. II Units Each,Asda store workers win equal pay fight in Supreme Court
1342,G,Genpact Ltd,Technology
1343,GAB,Gabelli Equity Trust,Financial Services
1344,GAB-G,Gabelli Equity Trust Inc [Gab/Pg],Asda store workers win equal pay fight in Supreme Court
1345,GAB-H,Gabelli Equity Trust Inc [Gab/Ph],Asda store workers win equal pay fight in Supreme Court
1346,GAB-J,Gabelli Equity Trust Inc [Gab/Pj],Asda store workers win equal pay fight in Supreme Court
1347,GAB-K,Gabelli Equity Trust Inc 5% Prf,Asda store workers win equal pay fight in Supreme Court
1348,GAM,General American Investors,Financial Services
1349,GAM-B,General Amern Invs Inc [Gam/Pb],Asda store workers win equal pay fight in Supreme Court
1350,GAP.U,G&P Acquisition Corp Unit [Gapa.U],Asda store workers win equal pay fight in Supreme Court
1351,GATO,Gatos Silver Inc,Basic Materials
1352,GATX,GATX Corp,Industrials
1353,GB,Global Blue Group Holding Ag,Technology
1354,GB.W,Global Blue Group Holding Ag WT,Asda store workers win equal pay fight in Supreme Court
1355,GBAB,Guggenheim Taxable Muni Bond Inv Grd,Financial Services
1356,GBL,Gamco Investors,Financial Services
1357,GBX,Greenbrier Companies,Industrials
1358,GCI,Gannett CO Inc,Communication Services
1359,GCO,Genesco Inc,Consumer Cyclical
1360,GCP,Gcp Applied Technologies Inc C,Basic Materials
1361,GCV,Gabelli Convertible and Income,Financial Services
1362,GD,General Dynamics Corp,
1363,GDDY,Godaddy Inc,Technology
1364,GDL,The Gdl Fund,Financial Services
1365,GDL-C,Gdl Fund [Gdl/Pc],Asda store workers win equal pay fight in Supreme Court
1366,GDO,Western Asset Global Corporate Defined,Financial Services
1367,GDOT,Green Dot Corp,Financial Services
1368,GDV,Gabelli Dividend,Financial Services
1369,GDV-G,Gabelli Dividend & Income Trust [Gdv/Pg],Asda store workers win equal pay fight in Supreme Court
1370,GDV-H,Gabelli Dividend & Income Trust [Gdv/Ph],Asda store workers win equal pay fight in Supreme Court
1371,GE,General Electric Company,Industrials
1372,GEF,Greif Bros. Corp,Consumer Cyclical
1373,GEF.B,Greif Bros. Corp Cl B,
1374,GEL,Genesis Energy LP,Energy
1375,GEN,Genesis Healthcare Inc,Healthcare
1376,GEO,Geo Group Inc,Real Estate
1377,GER,GS MLP Energy Renaissance Fund,Financial Services
1378,GES,Guess Inc,Consumer Cyclical
1379,GF,New Germany Fund,Financial Services
1380,GFF,Griffon Corp,Industrials
1381,GFI,Gold Fields Ltd,Basic Materials
1382,GFL,Gfl Environmental Inc,Industrials
1383,GFLU,Gfl Environmental Inc Tangible Equity,Industrials
1384,GFX,Golden Falcon Acquisition Corp Cl A,Financial Services
1385,GFX.U,Golden Falcon Acquisition Corp Units,Asda store workers win equal pay fight in Supreme Court
1386,GFX.W,Golden Falcon Acquisition Corp WT,Asda store workers win equal pay fight in Supreme Court
1387,GGB,Gerdau S.A.,Basic Materials
1388,GGG,Graco Inc,Industrials
1389,GGM,Guggenheim Credit Allocation F,Financial Services
1390,GGT,Gabelli Global Multi-Media Trust,Financial Services
1391,GGT-E,Gabelli Multimedia Trust Inc [Ggt/Pe],Asda store workers win equal pay fight in Supreme Court
1392,GGT-G,Gabelli Multimedia Trust Inc 5.125% Prf,Asda store workers win equal pay fight in Supreme Court
1393,GGZ,Gabelli Global Small and Mid CA,Financial Services
1394,GGZ-A,Gabelli Global Small & Mid Cap Val,Asda store workers win equal pay fight in Supreme Court
1395,GHC,Graham Holdings Company,Consumer Defensive
1396,GHG,Greentree Hospitality Group Ltd ADR,Consumer Cyclical
1397,GHL,Greenhill & CO Inc,Financial Services
1398,GHLD,Guild Holdings Company Cl A,Financial Services
1399,GHM,Graham Corp,Industrials
1400,GHY,Prudential Global Short Durati,Financial Services
1401,GIB,CGI Group,Technology
1402,GIK,Gigcapital3 Inc,Financial Services
1403,GIK.U,Gigcapital3 Inc [Gik.U],Asda store workers win equal pay fight in Supreme Court
1404,GIK.W,Gigcapital3 Inc WT,Asda store workers win equal pay fight in Supreme Court
1405,GIL,Gildan Activewear,Consumer Cyclical
1406,GIM,Templeton Global,Financial Services
1407,GIS,General Mills,Consumer Defensive
1408,GIX,Gigcapital2 Inc,Financial Services
1409,GIX.P,Gigcapital2 Inc [Gix/R],Asda store workers win equal pay fight in Supreme Court
1410,GIX.U,Gigcapital2 Inc,Asda store workers win equal pay fight in Supreme Court
1411,GIX.W,Gigcapital2 Inc WT [Gix/W],Asda store workers win equal pay fight in Supreme Court
1412,GJH,Strats Sm Trust For United States,
1413,GJO,Strats Sm Trust For Wal-Mart Stores Inc,
1414,GJP,Strats Sm Trust For Dominion Resources,
1415,GJR,Strats Sm Trust For The Procter & Gamble,
1416,GJS,Strats Sm Trust For Goldman Sachs Group,
1417,GJT,Strats Sm Trust For Allstate Corp,
1418,GKOS,Glaukos Corp,Healthcare
1419,GL,Globe Life Inc,Financial Services
1420,GL-C,Globe Life Inc [Gl/Pc],Asda store workers win equal pay fight in Supreme Court
1421,GLE.U,Galileo Acquisition Corp [Gleo.U],Asda store workers win equal pay fight in Supreme Court
1422,GLE.W,Galileo Acquisition Corp [Gleo/W],Asda store workers win equal pay fight in Supreme Court
1423,GLEO,Galileo Acquisition Corp,Financial Services
1424,GLO-A,Gaslog Partners LP [Glop/Pa],Asda store workers win equal pay fight in Supreme Court
1425,GLO-B,Gaslog Partners LP [Glop/Pb],Asda store workers win equal pay fight in Supreme Court
1426,GLO-C,Gaslog Partners LP [Glop/Pc],Asda store workers win equal pay fight in Supreme Court
1427,GLO-G,Gaslog Partners LP [Glop/Pg],Asda store workers win equal pay fight in Supreme Court
1428,GLOB,Globant S.A.,Technology
1429,GLOG,Gaslog Ltd,Energy
1430,GLOP,Gaslog Partners LP,Energy
1431,GLP,Global Partners LP,Energy
1432,GLP-A,Global Partners LP [Glp/Pa],Asda store workers win equal pay fight in Supreme Court
1433,GLT,Glatfelter,Basic Materials
1434,GLW,Corning Inc,Technology
1435,GM,General Motors Company,Consumer Cyclical
1436,GME,Gamestop Corp,Consumer Cyclical
1437,GMED,Globus Medical Inc,Healthcare
1438,GMR-A,Global Med REIT Inc [Gmre/Pa],Asda store workers win equal pay fight in Supreme Court
1439,GMRE,Global Medical REIT Inc,Real Estate
1440,GMS,Gms Inc,Industrials
1441,GMTA,GATX Corp 5.625% Senior,
1442,GNE,Genie Energy Ltd Cl B,Utilities
1443,GNE-A,Genie Energy Ltd [Gne/Pa],Asda store workers win equal pay fight in Supreme Court
1444,GNK,Genco Shipping & Trading Ltd,Industrials
1445,GNL,Global Net Lease Inc,Real Estate
1446,GNL-A,Global Net Lease Inc [Gnl/Pa],Asda store workers win equal pay fight in Supreme Court
1447,GNL-B,Global Net Lease Inc 6.875% Prf,Asda store workers win equal pay fight in Supreme Court
1448,GNP.U,Genesis Park Acquisition Corp [Gnpk.U],Asda store workers win equal pay fight in Supreme Court
1449,GNP.W,Genesis Park Acquisition Corp WT,Asda store workers win equal pay fight in Supreme Court
1450,GNPK,Genesis Park Acquisition Corp Cl A,Financial Services
1451,GNRC,Generac Holdings Inc,Industrials
1452,GNT,Gabelli Natural Resources Gold,Financial Services
1453,GNT-A,Gamco Nat Res Gold & Income TR [Gnt/Pa],Asda store workers win equal pay fight in Supreme Court
1454,GNW,Genworth Financial Inc,Financial Services
1455,GOA.U,Go Acquisition Corp WT [Goac.U],Asda store workers win equal pay fight in Supreme Court
1456,GOA.W,Go Acquisition Corp [Goac/W],Asda store workers win equal pay fight in Supreme Court
1457,GOAC,Go Acquisition Corp Cl A,Financial Services
1458,GOF,Claymore/Guggenheim Strategic Fund,Financial Services
1459,GOL,Gol Linhas Aereas Inteligentes S.A.,Industrials
1460,GOLD,Barrick Gold Corp,Basic Materials
1461,GOLF,Acushnet Holdings Corp,Consumer Cyclical
1462,GOOS,Canada Goose Holdings Inc,Consumer Cyclical
1463,GPC,Genuine Parts Company,Consumer Cyclical
1464,GPI,Group 1 Automotive,Consumer Cyclical
1465,GPJA,Georgia Power Company Series 2017A 5.00%,
1466,GPK,Graphic Packaging Holding Company,Consumer Cyclical
1467,GPM,Guggenheim Enhanced Equity,Financial Services
1468,GPMT,Granite Point Mortgage Trust Inc,Real Estate
1469,GPN,Global Payments Inc,Industrials
1470,GPRK,Geopark Hlds Lmtd,Energy
1471,GPS,Gap Inc,Consumer Cyclical
1472,GPX,Gp Strategies Corp,Consumer Defensive
1473,GRA,W.R. Grace & Company,Basic Materials
1474,GRC,Gorman-Rupp Company,Industrials
1475,GRP.U,Granite Real Estate Invt TR,Asda store workers win equal pay fight in Supreme Court
1476,GRUB,Grubhub Inc,Communication Services
1477,GRX,The Gabelli Healthcare & Wellness Trust,Financial Services
1478,GS,Goldman Sachs Group,Financial Services
1479,GS-A,Goldman Sachs Group Inc [Gs/Pa],Asda store workers win equal pay fight in Supreme Court
1480,GS-C,Goldman Sachs Group Inc [Gs/Pc],Asda store workers win equal pay fight in Supreme Court
1481,GS-D,Goldman Sachs Group Inc [Gs/Pd],Asda store workers win equal pay fight in Supreme Court
1482,GS-J,Goldman Sachs Group Inc [Gs/Pj],Asda store workers win equal pay fight in Supreme Court
1483,GS-K,Goldman Sachs Group Inc [Gs/Pk],Asda store workers win equal pay fight in Supreme Court
1484,GS-N,Goldman Sachs Group Inc [Gs/Pn],Asda store workers win equal pay fight in Supreme Court
1485,GSA.U,GS Acquisition Holdings Corp II WT,Asda store workers win equal pay fight in Supreme Court
1486,GSA.W,GS Acquisition Holdings Corp II WT,Asda store workers win equal pay fight in Supreme Court
1487,GSAH,GS Acquisition Holdings Corp II Cl A,Financial Services
1488,GSBD,Goldman Sachs Bdc Inc,Financial Services
1489,GSK,Glaxosmithkline Plc,Healthcare
1490,GSL,Global Ship Lease Inc,Industrials
1491,GSL-B,Global Ship Lease Inc [Gsl/Pb],Asda store workers win equal pay fight in Supreme Court
1492,GSLD,Global Ship Lease Inc 8.00% Senior Notes,
1493,GSQ.U,G Squared Ascend I Inc [Gsqd.U],Asda store workers win equal pay fight in Supreme Court
1494,GSX,Gsx Techedu Inc ADR,Consumer Defensive
1495,GTES,Gates Industrial Corp Plc,Industrials
1496,GTLS,Chart Industries IN,Industrials
1497,GTN,Gray Television,Communication Services
1498,GTN.A,Gray Television Inc Cl A,Asda store workers win equal pay fight in Supreme Court
1499,GTS,Triple-S Management Corp,Healthcare
1500,GTT,Global Telcom & Technology Inc,Communication Services
1501,GTY,Getty Realty Corp,Real Estate
1502,GUT,Gabelli Utility Trust,Financial Services
1503,GUT-A,Gabelli Utility Trust [Gut/Pa],Asda store workers win equal pay fight in Supreme Court
1504,GUT-C,Gabelli Utility Trust [Gut/Pc],Asda store workers win equal pay fight in Supreme Court
1505,GUT.P,Gabelli Utility Trust WI [Gutrw],
1506,GVA,Granite Construction Inc,Industrials
1507,GWB,Great Western Bancorp Inc,Financial Services
1508,GWRE,Guidewire Software Inc,Technology
1509,GWW,W.W. Grainger,Industrials
1510,H,Hyatt Hotels Corp,Consumer Cyclical
1511,HAE,Haemonetics Corp,Healthcare
1512,HAL,Halliburton Company,Energy
1513,HASI,Hannon Armstrong Sustainable IN,Real Estate
1514,HAYW,Hayward Holdings Inc,Industrials
1515,HBB,Hamilton Beach Brands Holding Company Cl,Technology
1516,HBI,Hanesbrands Inc,Consumer Cyclical
1517,HBM,Hudbay Minerals Inc,Basic Materials
1518,HCA,Hca Holdings Inc,Healthcare
1519,HCC,Warrior Met Coal Inc,Basic Materials
1520,HCHC,Hc2 Holdings Inc,Communication Services
1521,HCI,Homeowners Choice,Financial Services
1522,HCXY,Hercules Capital Inc 6.25% Notes Due,
1523,HCXZ,Hercules Capital Inc 5.25% Notes Due,
1524,HD,Home Depot,Consumer Cyclical
1525,HDB,Hdfc Bank Ltd,Financial Services
1526,HE,Hawaiian Electric Industries,Utilities
1527,HEI,Heico Corp,Industrials
1528,HEI.A,Heico Cp Cl A,
1529,HEP,Holly Energy Partners LP,Energy
1530,HEQ,John Hancock Hedged Eqty & Inc,Financial Services
1531,HES,Hess Corp,Energy
1532,HESM,Hess Midstream Partners LP,Energy
1533,HEXO,Hexo Corp,Healthcare
1534,HFC,Hollyfrontier Corp,Energy
1535,HFR-A,Highland Income Fund [Hfro/Pa],Asda store workers win equal pay fight in Supreme Court
1536,HFRO,Highland Floating Rate Opportunities,Financial Services
1537,HGH,The Hartford Financial Srvcs G,
1538,HGLB,Highland Global Allocation Fund,
1539,HGV,Hilton Grand Vacations Inc,Consumer Cyclical
1540,HHC,Howard Hughes Corp,Real Estate
1541,HHL.U,HH&L Acquisition CO [Hhla.U],Asda store workers win equal pay fight in Supreme Court
1542,HI,Hillenbrand Inc,Industrials
1543,HIE,Miller/Howard High Income Eqty,Financial Services
1544,HIG,Hartford Financial Services Group,Financial Services
1545,HIG-G,Hartford Financial Services Grp Inc,Asda store workers win equal pay fight in Supreme Court
1546,HIG.U,H.I.G. Acquisition Corp [Higa.U],Asda store workers win equal pay fight in Supreme Court
1547,HIG.W,H.I.G. Acquisition Corp WT [Higa/W],Asda store workers win equal pay fight in Supreme Court
1548,HIGA,H.I.G. Acquisition Corp Cl A,Financial Services
1549,HII,Huntington Ingalls Industries,Industrials
1550,HIL,Hill International Inc,Industrials
1551,HIM.W,Hims & Hers Health Inc WT,Asda store workers win equal pay fight in Supreme Court
1552,HIMS,Hims & Hers Health Inc,Consumer Defensive
1553,HIO,Western Asset High,Financial Services
1554,HIW,Highwoods Properties,Real Estate
1555,HIX,Western Asset High Income Fund II Inc,Financial Services
1556,HKIB,Amtd International Inc,Financial Services
1557,HL,Hecla Mining Company,Basic Materials
1558,HL-B,Hecla Mining CO [Hl/Pb],Asda store workers win equal pay fight in Supreme Court
1559,HLF,Herbalife Ltd,Consumer Defensive
1560,HLI,Houlihan Lokey,Financial Services
1561,HLT,Hilton Inc,Consumer Cyclical
1562,HLX,Helix Energy Solutions Group,Energy
1563,HMC,Honda Motor Company,Consumer Cyclical
1564,HML-A,Hoegh Lng Partners LP [Hmlp/Pa],Asda store workers win equal pay fight in Supreme Court
1565,HMLP,Hoegh Lng Partners LP,Energy
1566,HMN,Horace Mann Educators Corp,Financial Services
1567,HMY,Harmony Gold Mining CO Ltd,Basic Materials
1568,HNGR,Hanger Inc,Healthcare
1569,HNI,Hon Industries Inc,Industrials
1570,HNP,Huaneng Power Intl,Utilities
1571,HOG,Harley-Davidson Inc,Consumer Cyclical
1572,HOME,At Home Group Inc,Consumer Cyclical
1573,HON,Honeywell International Inc,Industrials
1574,HOV,Hovnanian Enterprises Inc,Consumer Cyclical
1575,HP,Helmerich & Payne,Energy
1576,HPE,Hewlett Packard Enterprise Comp,Technology
1577,HPF,John Hancock Pfd II,Financial Services
1578,HPI,John Hancock Preferred,Financial Services
1579,HPP,Hudson Pacific Properties,Real Estate
1580,HPQ,HP Inc,Technology
1581,HPR,Highpoint Resources Corp,Energy
1582,HPS,John Hancock Preferred Income Fund III,Financial Services
1583,HPX,Hpx Corp Cl A,Financial Services
1584,HPX.U,Hpx Corp Units,Asda store workers win equal pay fight in Supreme Court
1585,HPX.W,Hpx Corp WT,Asda store workers win equal pay fight in Supreme Court
1586,HQH,Tekla Healthcare Investors,Financial Services
1587,HQL,Tekla Life Sciences Investors,Financial Services
1588,HR,Healthcare Realty Trust Inc,Real Estate
1589,HRB,H&R Block,Consumer Cyclical
1590,HRC,Hill-Rom Holdings Inc,Healthcare
1591,HRI,Herc Holdings Inc,Industrials
1592,HRL,Hormel Foods Corp,Consumer Defensive
1593,HRTG,Heritage Insurance Holdings,Financial Services
1594,HSBC,HSBC Holdings Plc,Financial Services
1595,HSC,Harsco Corp,Industrials
1596,HSY,Hershey Foods Corp,Consumer Defensive
1597,HT,Hersha Hospitality Trust,Real Estate
1598,HT-C,Hersha Hospitality TR [Ht/Pc],Asda store workers win equal pay fight in Supreme Court
1599,HT-D,Hersha Hospitality TR [Ht/Pd],Asda store workers win equal pay fight in Supreme Court
1600,HT-E,Hersha Hospitality TR [Ht/Pe],Asda store workers win equal pay fight in Supreme Court
1601,HTA,Healthcare Trust of America,Real Estate
1602,HTD,John Hancock Tax Advantaged Dividend,Financial Services
1603,HTFA,Horizon Technology Finance 6.25% Notes,
1604,HTGC,Hercules Technology Growth Capital,Financial Services
1605,HTH,Hilltop Holdings Inc,Financial Services
